Province,Address,Province Latitude,Province Longitude,Date,AQI,CO,NO2,O3,PM-10,PM-2.5,SO2,Primary Pollutant,Fog,Humidity,Temperature,Wind Speed,Pressure
Bắc Ninh,"Khu liên cơ Thuận Thành, Vietnam",21.0272212,106.0342099,2021-05-05,134,4.0,6.0,13.653846153846152,39.0,49.0,1.0,PM-2.5,21.5,94.0,22.5,5.6,1011.5
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-05-10,162,1.0,7.0,9.0,68.0,76.0,7.0,PM-2.5,23.0,52.0,34.0,4.1,1006.0
Bắc Ninh,"Phong Cốc, Vietnam",21.1232473,106.2883295,2021-05-10,110,1.0,13.0,7.0,39.0,39.0,1.0,PM-10,26.0,94.0,27.0,3.0,1005.0
Bắc Ninh,"Khu liên cơ Thuận Thành, Vietnam",21.0272212,106.0342099,2021-05-10,105,6.0,2.0,13.653846153846152,34.0,37.0,1.0,PM-2.5,26.0,94.0,27.0,2.5,1005.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-05-11,137,1.0,5.0,10.0,39.0,50.0,7.0,PM-2.5,26.0,94.0,27.0,3.0,1003.0
Bắc Ninh,"Phong Cốc, Vietnam",21.1232473,106.2883295,2021-05-11,115,1.0,5.0,14.0,39.0,41.0,1.0,PM-2.5,27.0,94.0,28.0,4.1,1004.0
Bắc Ninh,"Khu liên cơ Thuận Thành, Vietnam",21.0272212,106.0342099,2021-05-11,151,7.0,2.0,13.653846153846152,40.0,56.0,1.0,PM-2.5,26.0,94.0,27.0,3.0,1003.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-05-13,158,2.0,12.0,8.0,63.0,70.0,7.0,PM-2.5,27.5,81.5,31.0,4.1,1004.5
Bắc Ninh,"Phong Cốc, Vietnam",21.1232473,106.2883295,2021-05-13,137,2.0,15.0,14.0,59.0,50.0,1.0,PM-10,25.0,83.0,28.0,3.0,1007.0
Bắc Ninh,"Khu liên cơ Thuận Thành, Vietnam",21.0272212,106.0342099,2021-05-13,89,6.0,6.0,13.653846153846152,26.0,30.0,1.0,PM-2.5,25.5,88.5,27.5,6.4,1004.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-05-15,122,1.0,5.0,10.0,49.0,44.0,7.0,PM-10,25.0,62.0,33.0,4.6,1005.0
Bắc Ninh,"Phong Cốc, Vietnam",21.1232473,106.2883295,2021-05-15,74,1.0,6.0,11.0,25.0,23.0,4.0,PM-10,26.0,88.0,28.0,3.6,1005.0
Bắc Ninh,"Khu liên cơ Thuận Thành, Vietnam",21.0272212,106.0342099,2021-05-15,76,7.0,2.0,13.653846153846152,23.0,23.0,1.0,PM-10,27.0,94.0,28.0,3.6,1006.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-05-18,66,2.0,5.0,8.0,18.0,19.0,7.0,PM-2.5,27.0,88.0,29.0,4.1,1007.0
Bắc Ninh,"Phong Cốc, Vietnam",21.1232473,106.2883295,2021-05-18,74,1.0,7.0,5.0,24.0,23.0,7.0,PM-10,27.0,88.0,29.0,3.0,1006.0
Bắc Ninh,"Khu liên cơ Thuận Thành, Vietnam",21.0272212,106.0342099,2021-05-18,76,7.0,1.0,13.653846153846152,23.0,24.0,2.0,PM-2.5,26.5,83.5,29.5,4.6,1009.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-05-19,137,2.0,5.0,9.0,55.0,50.0,7.0,PM-10,25.0,56.0,35.0,4.1,1000.0
Bắc Ninh,"Phong Cốc, Vietnam",21.1232473,106.2883295,2021-05-19,127,1.0,5.0,24.0,50.0,46.0,18.0,PM-10,25.0,56.0,35.0,4.1,1000.0
Bắc Ninh,"Khu liên cơ Thuận Thành, Vietnam",21.0272212,106.0342099,2021-05-13,139,6.0,1.0,13.653846153846152,40.0,51.0,2.0,PM-2.5,25.0,56.0,35.0,4.1,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-05-20,144,2.0,9.0,9.0,57.0,53.0,7.0,PM-10,27.0,70.0,33.0,3.0,1005.0
Bắc Ninh,"Phong Cốc, Vietnam",21.1232473,106.2883295,2021-05-20,153,1.0,5.0,24.0,57.0,60.0,10.0,PM-2.5,27.0,70.0,33.0,3.0,1005.0
Bắc Ninh,"Khu liên cơ Thuận Thành, Vietnam",21.0272212,106.0342099,2021-05-20,151,7.0,2.0,13.653846153846152,44.0,56.0,1.0,PM-2.5,25.0,59.0,34.0,3.0,1004.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-05-20,155,3.0,13.0,9.0,69.0,63.0,7.0,PM-10,27.5,97.0,28.0,4.1,1004.0
Bắc Ninh,"Phong Cốc, Vietnam",21.1232473,106.2883295,2021-05-20,161,2.0,12.0,27.0,69.0,74.0,20.0,PM-2.5,27.0,94.0,28.0,5.1,1004.0
Bắc Ninh,"Khu liên cơ Thuận Thành, Vietnam",21.0272212,106.0342099,2021-05-20,156,6.0,1.0,13.653846153846152,51.0,66.0,2.0,PM-2.5,27.5,97.0,28.0,4.1,1004.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-05-24,171,5.0,8.0,10.0,57.0,95.0,7.0,PM-2.5,25.0,94.0,26.0,2.5,1011.0
Bắc Ninh,"Phong Cốc, Vietnam",21.1232473,106.2883295,2021-05-24,87,2.0,2.0,17.0,38.0,29.0,1.0,PM-10,25.0,94.0,26.0,2.5,1011.0
Bắc Ninh,"Khu liên cơ Thuận Thành, Vietnam",21.0272212,106.0342099,2021-05-24,119,7.0,2.0,13.653846153846152,33.0,43.0,3.0,PM-2.5,25.0,88.0,27.0,2.5,1011.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-05-26,157,5.0,5.0,9.0,46.0,68.0,8.0,PM-2.5,26.0,83.0,29.0,2.0,1009.0
Bắc Ninh,"Phong Cốc, Vietnam",21.1232473,106.2883295,2021-05-26,156,4.0,19.0,10.0,55.0,66.0,1.0,PM-2.5,26.0,83.0,29.0,2.0,1009.0
Bắc Ninh,"Khu liên cơ Thuận Thành, Vietnam",21.0272212,106.0342099,2021-05-26,163,5.0,4.0,13.653846153846152,51.0,79.0,2.0,PM-2.5,26.0,83.0,29.0,2.0,1009.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-05-28,153,3.0,7.0,9.0,43.0,59.0,8.0,PM-2.5,27.0,88.0,29.0,2.0,1010.0
Bắc Ninh,"Phong Cốc, Vietnam",21.1232473,106.2883295,2021-05-28,110,2.0,9.0,12.0,52.0,39.0,1.0,PM-10,27.0,86.0,29.5,2.0,1010.0
Bắc Ninh,"Khu liên cơ Thuận Thành, Vietnam",21.0272212,106.0342099,2021-05-28,127,7.0,6.0,13.653846153846152,37.0,46.0,2.0,PM-2.5,27.0,91.0,28.5,2.8,1009.5
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-05-30,112,1.0,6.0,9.0,37.0,40.0,11.0,PM-2.5,24.0,50.0,36.0,1.5,1002.0
Bắc Ninh,"Phong Cốc, Vietnam",21.1232473,106.2883295,2021-05-30,152,1.0,7.0,49.0,58.0,58.0,9.0,PM-10,24.0,50.0,36.0,1.5,1002.0
Bắc Ninh,"Khu liên cơ Thuận Thành, Vietnam",21.0272212,106.0342099,2021-05-30,156,7.0,2.0,13.653846153846152,53.0,65.0,3.0,PM-2.5,24.0,50.0,36.0,1.5,1002.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-12,142,1.0,7.0,9.0,39.0,52.0,8.0,PM-2.5,23.0,52.0,34.0,3.6,1002.0
Bắc Ninh,"Phong Cốc, Vietnam",21.1232473,106.2883295,2021-06-12,129,1.0,5.0,24.0,40.0,47.0,8.0,PM-2.5,23.0,52.0,34.0,3.6,1002.0
Bắc Ninh,"Khu liên cơ Thuận Thành, Vietnam",21.0272212,106.0342099,2021-06-12,152,6.0,2.0,10.548387096774194,42.0,57.0,1.0,PM-2.5,23.0,52.0,34.0,3.6,1002.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-13,53,1.0,4.0,8.0,13.0,13.0,9.0,PM-10,25.0,88.0,27.0,4.6,1003.0
Bắc Ninh,"Phong Cốc, Vietnam",21.1232473,106.2883295,2021-06-13,33,1.0,3.0,16.0,14.0,8.0,2.0,O3,25.0,88.0,27.0,7.2,1002.0
Bắc Ninh,"Khu liên cơ Thuận Thành, Vietnam",21.0272212,106.0342099,2021-06-13,66,6.0,3.0,10.548387096774194,12.0,9.0,2.0,PM-10,25.0,88.0,27.0,4.6,1003.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-14,63,1.0,6.0,9.0,22.0,18.0,9.0,PM-10,21.5,50.5,33.0,4.3,1001.0
Bắc Ninh,"Phong Cốc, Vietnam",21.1232473,106.2883295,2021-06-14,72,1.0,4.0,18.0,48.0,22.0,7.0,PM-10,22.0,52.0,33.0,4.1,1001.0
Bắc Ninh,"Khu liên cơ Thuận Thành, Vietnam",21.0272212,106.0342099,2021-06-14,66,6.0,1.0,10.548387096774194,13.0,13.0,2.0,PM-10,22.0,49.0,34.0,4.1,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-21,142,2.0,7.0,9.0,46.0,52.0,9.0,PM-2.5,27.0,70.0,33.0,1.8,1000.0
Bắc Ninh,"Phong Cốc, Vietnam",21.1232473,106.2883295,2021-06-21,163,2.0,14.0,22.0,73.0,79.0,1.0,PM-2.5,27.0,70.0,33.0,1.8,1000.0
Bắc Ninh,"Khu liên cơ Thuận Thành, Vietnam",21.0272212,106.0342099,2021-06-21,171,7.0,6.0,10.548387096774194,65.0,94.0,2.0,PM-2.5,22.0,46.0,35.0,1.5,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-22,156,3.0,7.0,8.0,55.0,65.0,9.0,PM-2.5,26.0,76.5,30.5,2.3,1003.5
Bắc Ninh,"Phong Cốc, Vietnam",21.1232473,106.2883295,2021-06-22,184,3.0,8.0,22.0,72.0,119.0,1.0,PM-2.5,26.0,76.5,30.5,2.3,1003.5
Bắc Ninh,"Khu liên cơ Thuận Thành, Vietnam",21.0272212,106.0342099,2021-06-22,170,9.0,9.0,10.548387096774194,59.0,92.0,2.0,PM-2.5,26.0,76.5,30.5,2.3,1003.5
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-23,107,3.0,7.0,7.0,49.0,38.0,9.0,PM-10,25.0,88.0,27.0,1.8,1005.5
Bắc Ninh,"Phong Cốc, Vietnam",21.1232473,106.2883295,2021-06-23,117,3.0,14.0,21.0,55.0,42.0,1.0,PM-10,25.0,88.0,27.0,1.8,1005.5
Bắc Ninh,"Khu liên cơ Thuận Thành, Vietnam",21.0272212,106.0342099,2021-06-23,76,7.0,4.0,10.548387096774194,18.0,22.0,3.0,PM-2.5,25.0,88.0,27.0,1.8,1005.5
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-24,115,2.0,8.0,9.0,44.0,41.0,9.0,PM-10,28.0,79.0,32.0,1.5,1003.0
Bắc Ninh,"Phong Cốc, Vietnam",21.1232473,106.2883295,2021-06-24,155,2.0,22.0,16.0,74.0,63.0,1.0,PM-10,28.0,79.0,32.0,1.5,1003.0
Bắc Ninh,"Khu liên cơ Thuận Thành, Vietnam",21.0272212,106.0342099,2021-06-24,144,6.0,6.0,10.548387096774194,47.0,53.0,3.0,PM-2.5,28.0,81.5,31.5,2.3,1003.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-26,78,4.0,15.0,9.0,31.0,25.0,9.0,PM-10,23.5,52.5,34.5,2.8,1001.5
Bắc Ninh,"Phong Cốc, Vietnam",21.1232473,106.2883295,2021-06-26,80,1.0,3.0,36.0,28.0,26.0,1.0,O3,23.5,52.5,34.5,2.8,1001.5
Bắc Ninh,"Khu liên cơ Thuận Thành, Vietnam",21.0272212,106.0342099,2021-06-26,84,6.0,3.0,10.548387096774194,25.0,28.0,3.0,PM-2.5,23.5,52.5,34.5,2.8,1001.5
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-28,59,1.0,6.0,9.0,22.0,16.0,9.0,PM-10,22.0,42.0,37.0,2.5,999.0
Bắc Ninh,"Phong Cốc, Vietnam",21.1232473,106.2883295,2021-06-28,87,1.0,4.0,48.0,36.0,29.0,3.0,O3,22.0,42.0,37.0,2.5,999.0
Bắc Ninh,"Khu liên cơ Thuận Thành, Vietnam",21.0272212,106.0342099,2021-06-28,78,6.0,2.0,10.548387096774194,30.0,25.0,3.0,PM-10,22.0,42.5,36.5,2.8,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-28,157,5.0,12.0,8.0,53.0,67.0,9.0,PM-2.5,22.0,52.0,33.0,3.0,1000.0
Bắc Ninh,"Phong Cốc, Vietnam",21.1232473,106.2883295,2021-06-29,132,1.0,10.0,10.0,60.0,48.0,1.0,PM-10,24.0,62.0,32.0,1.5,1001.0
Bắc Ninh,"Khu liên cơ Thuận Thành, Vietnam",21.0272212,106.0342099,2021-06-29,89,6.0,10.0,10.548387096774194,37.0,30.0,3.0,PM-10,24.0,62.0,32.0,1.5,1001.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-28,157,5.0,12.0,8.0,53.0,67.0,9.0,PM-2.5,22.0,52.0,33.0,3.0,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-28,157,5.0,12.0,8.0,53.0,67.0,9.0,PM-2.5,22.0,52.0,33.0,3.0,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-28,157,5.0,12.0,8.0,53.0,67.0,9.0,PM-2.5,22.0,52.0,33.0,3.0,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-28,157,5.0,12.0,8.0,53.0,67.0,9.0,PM-2.5,22.0,52.0,33.0,3.0,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-28,157,5.0,12.0,8.0,53.0,67.0,9.0,PM-2.5,22.0,52.0,33.0,3.0,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-28,157,5.0,12.0,8.0,53.0,67.0,9.0,PM-2.5,22.0,52.0,33.0,3.0,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-28,157,5.0,12.0,8.0,53.0,67.0,9.0,PM-2.5,22.0,52.0,33.0,3.0,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-28,157,5.0,12.0,8.0,53.0,67.0,9.0,PM-2.5,22.0,52.0,33.0,3.0,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-28,157,5.0,12.0,8.0,53.0,67.0,9.0,PM-2.5,22.0,52.0,33.0,3.0,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-28,157,5.0,12.0,8.0,53.0,67.0,9.0,PM-2.5,22.0,52.0,33.0,3.0,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-28,157,5.0,12.0,8.0,53.0,67.0,9.0,PM-2.5,22.0,52.0,33.0,3.0,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-28,157,5.0,12.0,8.0,53.0,67.0,9.0,PM-2.5,22.0,52.0,33.0,3.0,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-28,157,5.0,12.0,8.0,53.0,67.0,9.0,PM-2.5,22.0,52.0,33.0,3.0,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-28,157,5.0,12.0,8.0,53.0,67.0,9.0,PM-2.5,22.0,52.0,33.0,3.0,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-28,157,5.0,12.0,8.0,53.0,67.0,9.0,PM-2.5,22.0,52.0,33.0,3.0,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-28,157,5.0,12.0,8.0,53.0,67.0,9.0,PM-2.5,22.0,52.0,33.0,3.0,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-28,157,5.0,12.0,8.0,53.0,67.0,9.0,PM-2.5,22.0,52.0,33.0,3.0,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-28,157,5.0,12.0,8.0,53.0,67.0,9.0,PM-2.5,22.0,52.0,33.0,3.0,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-28,157,5.0,12.0,8.0,53.0,67.0,9.0,PM-2.5,22.0,52.0,33.0,3.0,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-28,157,5.0,12.0,8.0,53.0,67.0,9.0,PM-2.5,22.0,52.0,33.0,3.0,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-28,157,5.0,12.0,8.0,53.0,67.0,9.0,PM-2.5,22.0,52.0,33.0,3.0,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-28,157,5.0,12.0,8.0,53.0,67.0,9.0,PM-2.5,22.0,52.0,33.0,3.0,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-28,157,5.0,12.0,8.0,53.0,67.0,9.0,PM-2.5,22.0,52.0,33.0,3.0,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-28,157,5.0,12.0,8.0,53.0,67.0,9.0,PM-2.5,22.0,52.0,33.0,3.0,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-28,157,5.0,12.0,8.0,53.0,67.0,9.0,PM-2.5,22.0,52.0,33.0,3.0,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-28,157,5.0,12.0,8.0,53.0,67.0,9.0,PM-2.5,22.0,52.0,33.0,3.0,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-28,157,5.0,12.0,8.0,53.0,67.0,9.0,PM-2.5,22.0,52.0,33.0,3.0,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-28,157,5.0,12.0,8.0,53.0,67.0,9.0,PM-2.5,22.0,52.0,33.0,3.0,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-28,157,5.0,12.0,8.0,53.0,67.0,9.0,PM-2.5,22.0,52.0,33.0,3.0,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-28,157,5.0,12.0,8.0,53.0,67.0,9.0,PM-2.5,22.0,52.0,33.0,3.0,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-28,157,5.0,12.0,8.0,53.0,67.0,9.0,PM-2.5,22.0,52.0,33.0,3.0,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-28,157,5.0,12.0,8.0,53.0,67.0,9.0,PM-2.5,22.0,52.0,33.0,3.0,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-28,157,5.0,12.0,8.0,53.0,67.0,9.0,PM-2.5,22.0,52.0,33.0,3.0,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-28,157,5.0,12.0,8.0,53.0,67.0,9.0,PM-2.5,22.0,52.0,33.0,3.0,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-28,157,5.0,12.0,8.0,53.0,67.0,9.0,PM-2.5,22.0,52.0,33.0,3.0,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-28,157,5.0,12.0,8.0,53.0,67.0,9.0,PM-2.5,22.0,52.0,33.0,3.0,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-28,157,5.0,12.0,8.0,53.0,67.0,9.0,PM-2.5,22.0,52.0,33.0,3.0,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-28,157,5.0,12.0,8.0,53.0,67.0,9.0,PM-2.5,22.0,52.0,33.0,3.0,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-28,157,5.0,12.0,8.0,53.0,67.0,9.0,PM-2.5,22.0,52.0,33.0,3.0,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-28,157,5.0,12.0,8.0,53.0,67.0,9.0,PM-2.5,22.0,52.0,33.0,3.0,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-28,157,5.0,12.0,8.0,53.0,67.0,9.0,PM-2.5,22.0,52.0,33.0,3.0,1000.0
Bắc Ninh,"Châu Khê, Vietnam",21.1137452,105.9268934,2021-06-28,157,5.0,12.0,8.0,53.0,67.0,9.0,PM-2.5,22.0,52.0,33.0,3.0,1000.0
Bắc Ninh,"Phong Cốc, Vietnam",21.1232473,106.2883295,2021-07-05,107,1.0,4.0,29.0,52.0,38.0,2.0,PM-10,20.0,46.0,33.0,2.0,1002.0
Bắc Ninh,"Khu liên cơ Thuận Thành, Vietnam",21.0272212,106.0342099,2021-07-05,74,6.0,1.0,19.428571428571427,20.0,23.0,3.0,PM-2.5,20.0,46.0,33.0,2.0,1002.0
Bắc Ninh,"Phong Cốc, Vietnam",21.1232473,106.2883295,2021-07-06,153,2.0,14.0,12.0,66.0,59.0,5.0,PM-10,26.0,70.0,32.0,2.5,1005.0
Bắc Ninh,"Khu liên cơ Thuận Thành, Vietnam",21.0272212,106.0342099,2021-07-06,153,7.0,10.0,19.428571428571427,51.0,59.0,3.0,PM-2.5,26.0,70.0,32.0,2.5,1005.0
Bắc Ninh,"Phong Cốc, Vietnam",21.1232473,106.2883295,2021-07-14,95,1.0,3.0,14.0,50.0,33.0,15.0,PM-10,22.0,52.0,33.0,4.6,1007.0
Bắc Ninh,"Khu liên cơ Thuận Thành, Vietnam",21.0272212,106.0342099,2021-07-14,107,7.0,1.0,19.428571428571427,30.0,38.0,3.0,PM-2.5,22.5,53.5,33.0,4.3,1007.0
Bắc Ninh,"Phong Cốc, Vietnam",21.1232473,106.2883295,2021-07-23,78,1.0,4.0,19.0,15.0,25.0,3.0,PM-2.5,26.0,100.0,26.0,3.6,998.0
Bắc Ninh,"Khu liên cơ Thuận Thành, Vietnam",21.0272212,106.0342099,2021-07-23,97,5.0,5.0,19.428571428571427,24.0,34.0,3.0,PM-2.5,26.0,100.0,26.0,3.3,998.5
Bắc Ninh,"Phong Cốc, Vietnam",21.1232473,106.2883295,2021-07-25,172,3.0,5.0,24.0,59.0,97.0,3.0,PM-2.5,27.0,84.0,30.0,3.0,1001.0
Bắc Ninh,"Khu liên cơ Thuận Thành, Vietnam",21.0272212,106.0342099,2021-07-25,176,6.0,6.0,19.428571428571427,77.0,103.0,3.0,PM-2.5,28.0,91.5,29.5,2.5,1001.0
Bắc Ninh,"Phong Cốc, Vietnam",21.1232473,106.2883295,2021-07-28,157,2.0,4.0,27.0,49.0,68.0,16.0,PM-2.5,23.0,47.0,36.0,2.0,995.0
Bắc Ninh,"Khu liên cơ Thuận Thành, Vietnam",21.0272212,106.0342099,2021-07-28,107,5.0,1.0,19.428571428571427,29.0,38.0,3.0,PM-2.5,23.0,47.0,36.0,2.0,995.0
Bắc Ninh,"Phong Cốc, Vietnam",21.1232473,106.2883295,2021-07-31,153,3.0,16.0,11.0,58.0,60.0,13.0,PM-2.5,28.0,79.0,32.0,1.0,1000.0
Bắc Ninh,"Khu liên cơ Thuận Thành, Vietnam",21.0272212,106.0342099,2021-07-31,117,7.0,7.0,19.428571428571427,36.0,42.0,3.0,PM-2.5,28.0,79.0,32.0,1.0,1000.0
Bắc Ninh,"Phong Cốc, Vietnam",21.1232473,106.2883295,2021-08-02,144,3.0,17.0,2.0,45.0,53.0,9.0,PM-2.5,28.0,100.0,28.0,1.5,999.5
Bắc Ninh,"Khu liên cơ Thuận Thành, Vietnam",21.0272212,106.0342099,2021-08-02,158,8.0,11.0,6.176470588235294,57.0,70.0,4.0,PM-2.5,27.0,88.0,29.0,1.5,1000.0
Bắc Ninh,"Phong Cốc, Vietnam",21.1232473,106.2883295,2021-08-03,190,5.0,13.0,14.0,75.0,131.0,11.0,PM-2.5,26.0,83.0,29.0,3.6,1000.0
Bắc Ninh,"Khu liên cơ Thuận Thành, Vietnam",21.0272212,106.0342099,2021-08-03,179,7.0,10.0,6.176470588235294,77.0,109.0,3.0,PM-2.5,26.0,83.0,29.0,3.6,1000.0
Bắc Ninh,"Phong Cốc, Vietnam",21.1232473,106.2883295,2021-08-09,160,2.0,6.0,6.0,54.0,73.0,12.0,PM-2.5,28.0,84.0,31.0,1.0,1003.0
Bắc Ninh,"Khu liên cơ Thuận Thành, Vietnam",21.0272212,106.0342099,2021-08-09,187,9.0,14.0,6.176470588235294,100.0,125.0,5.0,PM-2.5,28.0,84.0,31.0,1.0,1003.0
Bắc Ninh,"Phong Cốc, Vietnam",21.1232473,106.2883295,2021-08-10,87,1.0,19.0,1.0,24.0,29.0,16.0,PM-2.5,27.0,88.0,29.0,2.5,1003.0
Bắc Ninh,"Khu liên cơ Thuận Thành, Vietnam",21.0272212,106.0342099,2021-08-10,89,8.0,11.0,6.176470588235294,27.0,30.0,4.0,PM-2.5,27.0,88.0,29.0,2.5,1003.0
Bắc Ninh,"Phong Cốc, Vietnam",21.1232473,106.2883295,2021-08-11,93,1.0,18.0,4.0,34.0,32.0,6.0,PM-10,26.0,100.0,26.0,3.0,1005.0
Bắc Ninh,"Khu liên cơ Thuận Thành, Vietnam",21.0272212,106.0342099,2021-08-11,144,7.0,6.0,6.176470588235294,37.0,53.0,4.0,PM-2.5,26.0,100.0,26.0,2.3,1005.0
Bắc Ninh,"Phong Cốc, Vietnam",21.1232473,106.2883295,2021-08-12,72,2.0,8.0,5.0,25.0,22.0,6.0,PM-10,26.0,100.0,26.0,2.0,1008.0
Bắc Ninh,"Khu liên cơ Thuận Thành, Vietnam",21.0272212,106.0342099,2021-08-12,102,9.0,13.0,6.176470588235294,31.0,36.0,4.0,PM-2.5,26.0,100.0,26.0,2.0,1008.0
Bắc Ninh,"Phong Cốc, Vietnam",21.1232473,106.2883295,2021-08-14,129,1.0,10.0,1.0,54.0,47.0,13.0,PM-10,29.0,100.0,29.0,2.0,1001.0
Bắc Ninh,"Khu liên cơ Thuận Thành, Vietnam",21.0272212,106.0342099,2021-08-14,82,6.0,6.0,6.176470588235294,26.0,27.0,4.0,PM-2.5,28.0,100.0,28.0,1.5,999.0
Bắc Ninh,"Phong Cốc, Vietnam",21.1232473,106.2883295,2021-08-16,115,1.0,10.0,2.0,58.0,41.0,13.0,PM-10,28.0,89.0,30.0,3.6,1010.0
Bắc Ninh,"Khu liên cơ Thuận Thành, Vietnam",21.0272212,106.0342099,2021-08-14,82,6.0,6.0,6.176470588235294,26.0,27.0,4.0,PM-2.5,28.0,100.0,28.0,1.5,999.0
Bắc Ninh,"Phong Cốc, Vietnam",21.1232473,106.2883295,2021-08-17,59,1.0,6.0,3.0,22.0,16.0,11.0,PM-10,25.5,100.0,25.5,0.7,1009.0
